Year,Player,Age,Hometown,Home State,Tm,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year
2006,Darian Barnes,26,Toms River,NJ,MIA,74,250,Rutgers,Big Ten,87,96,2/29/1980,0,0
2013,Josh Johnson,27,Oakland,CA,CIN,75,198,San Diego,Pioneer,#N/A,#N/A,5/15/1986,5,2008
2011,Brett Swain,26,Asheville,NC,SFO,73,200,San Diego St.,Mountain West,77,104,6/21/1985,7,2008
1999,George Jones,26,Greenville,SC,CLE,69,204,San Diego St.,Mountain West,77,104,12/31/1973,5,1997
2006,Jeff Webb,24,Pontiac,MI,KAN,74,200,San Diego St.,Mountain West,77,104,1/31/1982,6,2006
2013,Kassim Osgood,33,Boston,MA,SFO,77,209,San Diego St.,Mountain West,77,104,5/20/1980,0,0
2009,Kassim Osgood,29,Boston,MA,SDG,77,209,San Diego St.,Mountain West,77,104,5/20/1980,0,0
2007,Kassim Osgood,27,Boston,MA,SDG,77,209,San Diego St.,Mountain West,77,104,5/20/1980,0,0
2000,Will Blackwell,25,Texarkana,TX,PIT,73,190,San Diego St.,Mountain West,77,104,7/9/1975,0,1997
2006,Josh McCown,27,Jacksonville,TX,DET,76,0,SMU,American,65,115,7/4/1979,3,2002
2012,Weslye Saunders,23,Durham,NC,IND,77,270,South Carolina,SEC,110,76,9/26/1900,0,0
2005,Jamel White,28,Los Angeles,CA,BAL,69,222,South Dakota,Missouri Valley,#N/A,#N/A,2/11/1977,0,0
2004,Vick King,24,Houma,LA,MIA,70,215,Southern,SWAC,#N/A,#N/A,2/4/1980,0,0
2000,Harold Shaw,26,Magee,MS,NWE,73,228,Southern Miss,Conference USA,104,85,9/3/1974,0,1998
2005,Brett Pierce,24,Vancouver,WA,DAL,77,250,Stanford,Pac 12,101,81,1/7/1981,0,0
2012,Chris Owusu,22,Westlake Village,CA,TAM,73,195,Stanford,Pac 12,101,81,7/13/1900,0,0
2012,Jim Dray,26,Paramus,NJ,ARI,77,253,Stanford,Pac 12,101,81,9/9/1900,7,2010
2004,Kerry Carter,24,Port of Spain,Trinidad,SEA,73,238,Stanford,Pac 12,101,81,12/19/1980,0,0
2000,Ryan Wetnight,30,Fresno,CA,GNB,74,235,Stanford,Pac 12,101,81,11/5/1970,0,0
2004,Johnnie Morant,23,Newark,NJ,OAK,76,229,Syracuse,ACC,81,101,12/7/1981,5,2004
2005,Roland Williams,30,Rochester,NY,STL,77,265,Syracuse,ACC,81,101,4/27/1975,4,1998
2003,Adrian Madise,23,Lancaster,TX,DEN,71,215,TCU,Big 12,138,49,3/23/1980,5,2003
2003,George Layne,25,Alvin,TX,ATL,71,250,TCU,Big 12,138,49,10/9/1978,4,2001
2002,George Layne,24,Alvin,TX,ATL,71,250,TCU,Big 12,138,49,10/9/1978,4,2001
2012,Evan Rodriguez,24,Bronx,NY,CHI,73,242,Temple,American,59,117,8/29/1900,4,2012
2001,Phillip Crosby,25,Bessemer City,NC,BUF,73,242,Tennessee,SEC,113,75,11/5/1976,0,0
2001,Curtis Jackson,28,Fort Worth,TX,NWE,70,190,Texas,Big 12,149,45,9/22/1973,0,0
2011,David Thomas,28,Plainview,TX,NOR,75,240,Texas,Big 12,149,45,7/5/1983,3,2006
2001,Eric Metcalf,33,Seattle,WA,WAS,70,188,Texas,Big 12,149,45,1/23/1968,1,1989
2007,Ricky Williams,30,San Diego,CA,MIA,12,226,Texas,Big 12,149,45,5/21/1977,1,1999
2008,Dan Campbell,32,Clifton,TX,DET,77,263,Texas A&M,SEC,107,79,4/13/1976,3,1999
2004,Dan Campbell,28,Clifton,TX,DAL,77,263,Texas A&M,SEC,107,79,4/13/1976,3,1999
2005,Cortez Hankton,24,New Orleans,LA,JAX,73,200,Texas Southern,SWAC,#N/A,#N/A,1/20/1981,0,0
2006,Chris Francies,24,Houston,TX,GNB,73,193,Texas-El Paso,Conference USA,69,112,7/26/1982,0,0
2003,Lee Mays,25,Houston,TX,PIT,74,200,Texas-El Paso,Conference USA,69,112,9/18/1978,6,2002
2002,Travis Jervey,30,Columbia,SC,ATL,73,222,The Citadel,Southern,#N/A,#N/A,5/5/1972,5,1995
2012,Bruce Gradkowski,29,Pittsburgh,PA,CIN,73,0,Toledo,MAC,112,72,1/0/1900,6,2006
2009,Jalen Parmele,24,Midland,MI,BAL,73,224,Toledo,MAC,112,72,12/30/1985,6,2008
2010,Garrett Mills,27,Tulsa,OK,2TM,73,230,Tulsa,American,96,93,10/12/1983,4,2006
2012,Cory Harkey,22,Chicago,IL,STL,75,272,UCLA,Pac 12,100,88,9/28/1900,0,0
2010,Matt Willis,26,Dallas,TX,DEN,71,185,UCLA,Pac 12,100,88,4/13/1984,0,0
2007,Tab Perry,25,Wilkes-Barre,PA,CIN,75,229,UCLA,Pac 12,100,88,1/20/1982,6,2005
2008,Chauncey Washington,23,Torrance,CA,JAX,73,221,USC,Pac 12,129,49,4/29/1985,7,2008
2007,Chris McFoy,24,Chino,CA,OAK,74,200,USC,Pac 12,129,49,8/14/1983,0,0
2008,Fred Davis,22,Toledo,OH,WAS,75,250,USC,Pac 12,129,49,1/15/1986,2,2008
2013,Matt Barkley,23,0,,PHI,75,227,USC,Pac 12,129,49,1/0/1900,4,2013
2006,Matt Cassel,24,Northridge,CA,NWE,77,0,USC,Pac 12,129,49,5/17/1982,7,2005
2003,Sultan McCullough,23,Pasadena,CA,WAS,73,197,USC,Pac 12,129,49,2/12/1980,0,0
2011,David Reed,24,Dubuque,IA,BAL,73,188,Utah,Pac 12,123,61,3/22/1987,5,2010
2010,David Reed,23,Dubuque,IA,BAL,73,188,Utah,Pac 12,123,61,3/22/1987,5,2010
2003,Kevin Dyson,28,Logan,UT,CAR,73,208,Utah,Pac 12,123,61,6/23/1975,1,1998
1999,Brian Finneran,23,Mission Viejo,CA,PHI,77,210,Villanova,Big East,#N/A,#N/A,1/31/1976,0,0
2003,Bill Baber,24,Charlottesville,VA,KAN,75,255,Virginia,ACC,90,95,1/17/1979,5,2001
2004,Billy McMullen,24,Richmond,VA,PHI,76,210,Virginia,ACC,90,95,3/8/1980,3,2003
2013,Cedric Peerman,27,Lynchburg,VA,CIN,69,210,Virginia,ACC,90,95,10/10/1986,6,2009
2011,Cedric Peerman,25,Lynchburg,VA,CIN,69,210,Virginia,ACC,90,95,10/10/1986,6,2009
2011,Mike Sellers,36,Frankfurt,Germany,WAS,75,260,Walla Walla CC (WA),#N/A,#N/A,#N/A,7/21/1975,0,0
2003,Brock Huard,27,Seattle,WA,IND,76,0,Washington,Pac 12,86,98,4/15/1976,3,1999
2009,Isaiah Stanback,25,Seattle,WA,NWE,75,216,Washington,Pac 12,86,98,8/16/1984,4,2007
2008,Isaiah Stanback,24,Seattle,WA,DAL,75,216,Washington,Pac 12,86,98,8/16/1984,4,2007
2003,Kevin Ware,23,San Diego,CA,WAS,75,259,Washington,Pac 12,86,98,9/30/1980,0,0
2009,Marcel Reece,24,Los Angeles County,CA,OAK,75,240,Washington,Pac 12,86,98,6/23/1985,0,0
2005,Mark Bruener,33,Olympia,WA,HOU,76,260,Washington,Pac 12,86,98,9/16/1972,1,1995
1999,Kevin McKenzie,24,Los Angeles,CA,MIA,69,187,Washington St.,Pac 12,75,106,9/20/1975,0,0
2001,Mark Rypien,39,Calgary,Canada,IND,76,231,Washington St.,Pac 12,75,106,10/2/1962,6,1986
1999,Alfred Pupunu,30,0,,SDG,74,260,Weber St.,Big Sky,#N/A,#N/A,1/0/1900,0,0
2005,Amos Zereoue,29,0,,NWE,68,212,West Virginia,Big 12,120,67,1/0/1900,3,1999
2002,Curtis Keaton,26,Columbus,OH,NOR,70,220,West Virginia,Big 12,120,67,10/18/1976,4,2000
2000,Curtis Keaton,24,Columbus,OH,CIN,70,220,West Virginia,Big 12,120,67,10/18/1976,0,2000
2001,James Jett,31,Charles Town,WV,OAK,70,165,West Virginia,Big 12,120,67,12/28/1970,0,0
2006,Jerry Porter,28,Washington,DC,OAK,74,220,West Virginia,Big 12,120,67,7/14/1978,2,2000
2006,Kay-Jay Harris,27,Tampa,FL,STL,73,229,West Virginia,Big 12,120,67,3/27/1979,0,0
2001,Jake Moreland,24,Milwaukee,WI,CLE,75,255,West. Michigan,MAC,#N/A,#N/A,1/18/1977,0,0
2001,Ahmad Merritt,24,Chicago,IL,CHI,70,195,Wisconsin,Big Ten,135,60,2/5/1977,0,0
2011,Chris Pressley,25,Woodbury,NJ,CIN,12,257,Wisconsin,Big Ten,135,60,8/8/1986,0,0
2011,Garrett Graham,25,Brick,NJ,HOU,75,245,Wisconsin,Big Ten,135,60,8/4/1986,4,2010
2010,Michael Bennett,32,Milwaukee,WI,OAK,69,211,Wisconsin,Big Ten,135,60,8/13/1978,1,2001
2003,Chris Hetherington,31,North Branford,CT,OAK,75,245,Yale,Ivy,#N/A,#N/A,11/27/1972,0,0
2006,Nate Lawrie,25,Indianapolis,IN,NOR,79,256,Yale,Ivy,#N/A,#N/A,10/7/1981,6,2004
2004,Nate Lawrie,23,Indianapolis,IN,TAM,79,256,Yale,Ivy,#N/A,#N/A,10/7/1981,6,0
2013,Armond Smith,27,Stone Mountain,GA,CAR,69,194,0,#N/A,#N/A,#N/A,5/7/1986,0,0
2013,Henry Hynoski,25,Ellysburg,PA,NYG,74,260,0,#N/A,#N/A,#N/A,12/30/1988,0,0
2013,Kevin Cone,25,0,,ATL,74,207,0,#N/A,#N/A,#N/A,1/0/1900,0,0
2001,Jamie Reader,27,Washington,DC,PHI,73,238,Akron,MAC,66,111,5/4/1974,0,0
2001,Howard Cross,34,Huntsville,AL,NYG,77,270,Alabama,SEC,114,58,8/8/1967,6,1989
1999,Kris Mangum,26,Magee,MS,CAR,76,249,Alabama,SEC,114,58,8/15/1973,7,0
2008,Tim Castille,24,Phenix City,AL,ARI,71,242,Alabama,SEC,114,58,5/29/1984,0,0
2011,Emmanuel Arceneaux,24,Alexandria,VA,MIN,74,215,Alcorn St.,SWAC,#N/A,#N/A,9/17/1987,0,0
2000,Chris Brazzell,24,Fort Worth,TX,DAL,74,193,Angelo State (TX),#N/A,#N/A,#N/A,5/22/1976,0,1998
2000,Shockmain Davis,23,Port Arthur,TX,NWE,73,205,Angelo State (TX),#N/A,#N/A,#N/A,8/20/1977,0,0
2013,Armanti Edwards,25,Greenwood,SC,2TM,71,191,Appalachian St.,Sun Belt,#N/A,#N/A,3/8/1988,3,2010
2011,Armanti Edwards,23,Greenwood,SC,CAR,12,191,Appalachian St.,Sun Belt,#N/A,#N/A,3/8/1988,3,0
2010,Armanti Edwards,22,Greenwood,SC,CAR,71,191,Appalachian St.,Sun Belt,#N/A,#N/A,3/8/1988,3,0
2004,Andrae Thurman,24,Houston,TX,GNB,71,192,Arizona,Pac 12,82,99,10/25/1980,0,0
2009,Brandon Manumaleuna,29,Torrance,CA,SDG,74,288,Arizona,Pac 12,82,99,1/4/1980,4,2001
2012,Chris Gronkowski,26,Buffalo,NY,DEN,74,239,Arizona,Pac 12,82,99,8/26/1900,0,0
2007,Mike Bell,24,Denver,CO,DEN,73,215,Arizona,Pac 12,82,99,4/23/1983,0,0
2000,Trung Canidate,23,Phoenix,AZ,STL,71,205,Arizona,Pac 12,82,99,3/3/1977,1,2000
2002,J.R. Redmond,25,Los Angeles,CA,NWE,71,215,Arizona St.,Pac 12,101,86,9/28/1977,3,2000
2010,Kyle Williams,22,San Jose,CA,SFO,70,185,Arizona St.,Pac 12,101,86,7/19/1988,6,2010
2000,Lenzie Jackson,23,Milpitas,CA,CLE,73,184,Arizona St.,Pac 12,101,86,6/17/1977,0,0
2002,Stephen Trejo,25,Mesa,AZ,DET,74,254,Arizona St.,Pac 12,101,86,11/20/1977,0,0
2009,Terrelle Smith,31,West Covina,CA,DET,73,246,Arizona St.,Pac 12,101,86,3/12/1978,4,2000
2008,Charles Ali,24,St. Louis,MO,CLE,74,260,Ark-Pine Bluff,SWAC,#N/A,#N/A,8/23/1984,0,0
2006,Cedric Cobbs,25,Little Rock,AR,DEN,73,225,Arkansas,SEC,107,80,1/9/1981,4,2004
2011,D.J. Williams,23,Fort Worth,TX,GNB,74,236,Arkansas,SEC,107,80,9/10/1988,5,2011
2013,Ronnie Wingo,22,0,,BUF,75,231,Arkansas,SEC,107,80,1/0/1900,0,0
2009,David Johnson,22,Pine Bluff,AR,PIT,74,270,Arkansas St.,Sun Belt,80,100,8/26/1987,7,2009
2013,Ben Obomanu,30,Selma,AL,NYJ,73,203,Auburn,SEC,130,61,10/30/1983,7,2006
2006,Cooper Wallace,24,Nashville,TN,TEN,75,258,Auburn,SEC,130,61,4/26/1982,0,0
2000,Dameyune Craig,26,Mobile,AL,CAR,73,200,Auburn,SEC,130,61,4/19/1974,0,0
2005,Fred Beasley,31,Montgomery,AL,SFO,73,246,Auburn,SEC,130,61,9/18/1974,6,1998
2001,Heath Evans,23,West Palm Beach,FL,SEA,73,245,Auburn,SEC,130,61,12/30/1978,3,2001
2005,Robert Johnson,25,Montgomery,AL,WAS,78,270,Auburn,SEC,130,61,6/20/1980,0,0
2009,Tim Carter,30,Atlanta,GA,STL,73,200,Auburn,SEC,130,61,9/21/1979,2,2002
2004,Reggie Newhouse,23,Dallas,TX,ARI,73,191,Baylor,Big 12,71,108,2/16/1981,0,0
2001,Dave Stachelski,24,Chicago,IL,NOR,75,250,Boise St.,Mountain West,165,29,3/1/1977,5,2000
2010,Korey Hall,27,Mountain Home,ID,GNB,73,230,Boise St.,Mountain West,165,29,8/5/1983,6,2007
2012,Tommy Gallarda,24,Brea,CA,ATL,77,262,Boise St.,Mountain West,165,29,9/18/1900,0,0
2005,Doug Flutie,43,Manchester,MD,NWE,70,0,Boston Col.,ACC,116,74,10/23/1962,11,1985
2002,Drew Haddad,24,Cleveland,OH,IND,71,187,Buffalo,MAC,47,131,8/15/1978,7,2000
2011,Jordan Shipley,26,Burnet,TX,CIN,12,190,Burnet,#N/A,#N/A,#N/A,12/23/1985,3,0
2012,Austin Collie,27,0,,IND,73,200,BYU,Independent,122,67,7/18/1900,4,0
2006,Doug Jolley,27,Sandy,UT,TAM,76,250,BYU,Independent,122,67,1/2/1979,2,2002
2003,Reno Mahe,23,Los Angeles,CA,PHI,70,212,BYU,Independent,122,67,6/3/1980,0,0
2003,Spencer Nead,26,Tacoma,WA,STL,76,259,BYU,Independent,122,67,11/3/1977,7,2003
2005,Aaron Rodgers,22,Chico,CA,GNB,74,0,California,Pac 12,90,94,12/2/1983,1,2005
2013,Craig Stevens,29,San Pedro,CA,TEN,75,255,California,Pac 12,90,94,9/1/1984,3,2008
2008,Craig Stevens,24,San Pedro,CA,TEN,75,255,California,Pac 12,90,94,9/1/1984,3,2008
2000,Dameane Douglas,24,Hanford,CA,PHI,73,195,California,Pac 12,90,94,3/15/1976,0,1999
2010,Kyle Boller,29,Burbank,CA,OAK,75,0,California,Pac 12,90,94,6/17/1981,1,2003
2012,Will Ta'ufo'ou,26,Redwood City,CA,JAX,71,253,California,Pac 12,90,94,9/9/1900,0,0
1999,Daunte Culpepper,22,Ocala,FL,MIN,76,264,Central Florida,American,99,86,1/28/1977,1,1999
2010,Tory Humphrey,27,Saginaw,MI,NOR,74,257,Central Michigan,MAC,83,100,1/20/1983,0,0
2009,Tory Humphrey,26,Saginaw,MI,NOR,74,257,Central Michigan,MAC,83,100,1/20/1983,0,0
2005,Jon Kitna,33,Tacoma,WA,CIN,74,0,Central Washington,Division II,#N/A,#N/A,9/21/1972,0,0
1999,Rodrick Monroe,24,Hearne,TX,ATL,77,254,Cincinnati,American,114,74,7/30/1975,7,1998
2002,Lamont Hall,28,Clover,SC,NOR,76,260,Clemson,ACC,123,68,11/16/1974,0,0
2013,Michael Palmer,25,Stone Mountain,GA,PIT,77,260,Clemson,ACC,123,68,1/18/1988,0,0
2001,Terry Witherspoon,24,Monroe,NC,DAL,71,250,Clemson,ACC,123,68,8/22/1977,0,0
2009,Tyler Grisham,22,Birmingham,AL,PIT,71,180,Clemson,ACC,123,68,6/11/1987,0,0
2008,Olaniyi Sobomehin,24,Portland,OR,NOR,73,230,Cleveland,#N/A,#N/A,#N/A,10/11/1984,0,0
2012,Tyler Thigpen,28,Winnsboro,SC,BUF,75,0,Coastal Carolina,Big South,#N/A,#N/A,1/0/1900,7,0
2009,Joe Klopfenstein,26,Denver,CO,BUF,77,250,Colorado,Pac 12,78,108,11/9/1983,2,2006
2003,Koy Detmer,30,San Antonio,TX,PHI,73,0,Colorado,Pac 12,78,108,7/5/1973,7,1997
2001,Koy Detmer,28,San Antonio,TX,PHI,73,195,Colorado,Pac 12,78,108,7/5/1973,7,1997
2007,Brian Kozlowski,37,Rochester,NY,WAS,75,250,Connecticut,American,83,86,10/4/1970,0,0
2009,Deon Anderson,26,Providence,RI,DAL,70,248,Connecticut,American,83,86,1/27/1983,6,2007
2012,Jordan Todman,22,Dartmouth,MA,JAX,69,195,Connecticut,American,83,86,7/13/1900,6,2011
2013,Marcus Easley,27,0,,BUF,74,225,Connecticut,American,83,86,1/0/1900,4,2010
2006,Casey Cramer,24,Middleton,WI,TEN,74,235,Dartmouth,Ivy,#N/A,#N/A,1/5/1982,7,2004
2013,Brian Tyms,24,0,,2TM,75,210,Dillard,#N/A,#N/A,#N/A,1/0/1900,0,2002
2000,Scottie Montgomery,22,Shelby,NC,DEN,73,195,Duke,ACC,44,134,5/26/1978,0,0
2005,Terrance Copper,23,Washington,NC,DAL,73,204,East Carolina,American,97,90,3/12/1982,0,0
1999,Troy Smith,22,Greenville,NC,PHI,74,193,East Carolina,American,97,90,7/30/1977,6,1999
2004,Alex Bannister,25,Cincinnati,OH,SEA,77,207,East. Kentucky,Ohio Valley,#N/A,#N/A,4/23/1979,5,0
2007,Jason Dunn,34,Harrodsburg,KY,KAN,78,276,East. Kentucky,Ohio Valley,#N/A,#N/A,11/15/1973,2,1996
1999,Tim Lester,31,Miami,FL,DAL,70,233,East. Kentucky,Ohio Valley,#N/A,#N/A,6/15/1968,10,0
2009,Charlie Batch,35,Homestead,PA,PIT,74,0,East. Michigan,MAC,43,132,12/5/1974,2,1998
2008,Jesse Chatman,29,Houston,TX,NYJ,68,215,East. Washington,Big Sky,#N/A,#N/A,9/22/1979,0,0
2007,Aaron Walker,27,Titusville,FL,STL,78,252,Florida,SEC,139,55,3/14/1980,5,2003
2002,Jesse Palmer,24,Toronto,Canada,NYG,74,225,Florida,SEC,139,55,10/5/1978,4,2001
2005,O.J. Small,23,Jacksonville,FL,TEN,73,223,Florida,SEC,139,55,8/18/1982,0,0
2012,Rusty Smith,25,Jacksonville,FL,TEN,77,0,Florida Atlantic,Conference USA,50,71,1/0/1900,6,2010
2004,Devard Darling,22,0,,BAL,73,213,Florida St.,ACC,130,54,1/0/1900,3,0
2012,Preston Parker,25,Delray Beach,FL,TAM,73,200,Florida St.,ACC,130,54,7/18/1900,0,0
2002,Atnaf Harris,23,Fresno,CA,HOU,73,182,Fresno St.,Mountain West,121,74,2/27/1979,0,0
2009,Bear Pascoe,23,Kern County,CA,NYG,77,257,Fresno St.,Mountain West,121,74,2/23/1986,6,2009
2010,David Carr,31,Bakersfield,CA,SFO,75,0,Fresno St.,Mountain West,121,74,7/21/1979,1,2002
2008,Paul Williams,25,Hanford,CA,TEN,73,205,Fresno St.,Mountain West,121,74,12/2/1983,3,2007
2010,Kregg Lumpkin,26,Albany,GA,TAM,71,222,Georgia,SEC,142,53,5/15/1984,0,0
1999,Mack Strong,28,Columbus,GA,SEA,73,245,Georgia,SEC,142,53,9/11/1971,0,0
2005,Musa Smith,23,Elliottsburg,PA,BAL,73,232,Georgia,SEC,142,53,5/31/1982,3,2003
2013,Orson Charles,22,Tampa,FL,CIN,74,251,Georgia,SEC,142,53,1/27/1991,4,2012
2012,Shaun Chapas,24,St. Augustine,FL,DET,74,236,Georgia,SEC,142,53,8/23/1900,7,2011
2011,Shaun Chapas,23,St. Augustine,FL,DAL,74,236,Georgia,SEC,142,53,5/2/1988,7,2011
2003,Terrence Edwards,24,Tennille,GA,ATL,73,176,Georgia,SEC,142,53,4/29/1979,0,0
2007,Verron Haynes,28,New York,NY,PIT,12,223,Georgia,SEC,142,53,2/17/1979,5,2002
2011,Anthony Allen,23,Tampa,FL,BAL,73,223,Georgia Tech,ACC,117,77,8/6/1988,7,2011
2002,Joe Burns,23,Thomasville,GA,BUF,69,215,Georgia Tech,ACC,117,77,9/15/1979,0,0
2011,Mike Cox,26,Lewisberry,PA,ATL,73,259,Georgia Tech,ACC,117,77,7/11/1985,0,0
2011,Anthony Hill,26,Friendswood,TX,IND,77,264,Hargrave Military Academy,#N/A,#N/A,#N/A,1/2/1985,4,0
2009,Anthony Hill,24,Friendswood,TX,HOU,77,264,Hargrave Military Academy,#N/A,#N/A,#N/A,1/2/1985,4,0
2012,Reagan Maui'a,28,0,,ARI,73,260,Hawaii,Mountain West,109,86,9/16/1900,6,2007
2011,Reagan Maui'a,27,0,,ARI,73,260,Hawaii,Mountain West,109,86,1/0/1900,6,2007
2007,Reagan Maui'a,23,0,,MIA,73,260,Hawaii,Mountain West,109,86,1/0/1900,6,2007
2004,Sean Morey,28,Marshfield,MA,PIT,71,200,Hebron Prep,#N/A,#N/A,#N/A,2/26/1976,7,1999
2012,Andre Holmes,24,Hoffman Estates,IL,DAL,77,208,Hillsdale,#N/A,#N/A,#N/A,7/26/1900,0,0
2007,Biren Ealy,23,Clarksville,TN,TEN,75,207,Houston,American,98,88,7/7/1984,0,0
2000,Jermaine Williams,27,Greenville,NC,JAX,71,235,Houston,American,98,88,8/14/1973,0,0
2002,Leonard Stephens,24,Miami,FL,WAS,75,249,Howard,,#N/A,#N/A,7/9/1978,0,0
1999,Keith Crawford,29,Palestine,TX,GNB,74,188,Howard Payne,#N/A,#N/A,#N/A,11/21/1970,0,0
2000,John Friesz,33,Missoula,MT,NWE,76,214,Idaho,Sun Belt,48,130,5/19/1967,0,1990
2004,Aaron Moorehead,24,Aurora,CO,IND,75,200,Illinois,Big Ten,73,107,11/5/1980,0,0
2007,Brandon Lloyd,26,Kansas City,MO,WAS,73,192,Illinois,Big Ten,73,107,7/5/1981,4,2003
2013,Mikel Leshoure,23,Champaign,IL,DET,73,230,Illinois,Big Ten,73,107,3/30/1990,2,2011
2007,Aaron Halterman,25,Indianapolis,IN,MIA,77,255,Indiana,Big Ten,58,118,3/31/1982,0,0
2012,Courtney Roby,29,Indianapolis,IN,NOR,73,189,Indiana,Big Ten,58,118,7/7/1900,3,2005
2009,James Hardy,24,Fort Wayne,IN,BUF,78,220,Indiana,Big Ten,58,118,12/24/1985,2,2008
2011,Allen Reisner,23,Marion,IA,MIN,75,255,Iowa,Big Ten,108,79,9/29/1988,0,0
2010,Scott Chandler,25,Bedford,TX,2TM,79,270,Iowa,Big Ten,108,79,7/23/1985,4,2007
2000,Zeron Flemister,24,Sioux City,IA,WAS,76,250,Iowa,Big Ten,108,79,9/8/1976,0,0
2009,Jaymar Johnson,25,Gary,IN,MIN,73,176,Jackson St.,SWAC,#N/A,#N/A,7/10/1984,6,0
2004,Moran Norris,26,Houston,TX,HOU,73,250,Kansas,Big 12,71,109,6/16/1978,4,2001
2004,David Allen,26,Euless,TX,JAX,69,195,Kansas St.,Big 12,118,71,2/9/1978,0,0
2011,Jeron Mastrud,24,Beaverton,OR,MIA,77,247,Kansas St.,Big 12,118,71,12/17/1987,0,0
2000,Justin Swift,25,Kansas City,KS,SFO,75,265,Kansas St.,Big 12,118,71,8/14/1975,0,1999
2010,Yamon Figurs,27,Fort Pierce,FL,2TM,73,174,Kansas St.,Big 12,118,71,1/10/1983,3,2007
2004,Brad Pyatt,24,Arvada,CO,IND,71,195,Kentucky,SEC,71,110,4/16/1980,0,0
2008,Jacob Tamme,23,Lexington,KY,IND,76,234,Kentucky,SEC,71,110,3/15/1985,4,2008
2007,Jared Lorenzen,26,Covington,KY,NYG,76,275,Kentucky,SEC,71,110,2/14/1981,0,0
2009,Steve Johnson,23,San Francisco,CA,BUF,74,210,Kentucky,SEC,71,110,11/28/1986,7,2008
2011,Brandon Stokley,35,Blacksburg,VA,NYG,12,197,La-Lafayette,Sun Belt,74,104,6/23/1976,4,0
2001,Tim Rattay,24,Elyria,OH,SFO,73,200,Louisiana Tech,Conference USA,86,95,3/15/1977,7,2000
2010,Chris Redman,33,Louisville,KY,ATL,75,0,Louisville,ACC,127,61,7/7/1977,3,2000
2000,Chris Redman,23,Louisville,KY,BAL,75,223,Louisville,ACC,127,61,7/7/1977,0,2000
2007,Richard Owens,27,Gainesville,FL,STL,76,273,Louisville,ACC,127,61,11/4/1980,0,0
2000,Brian Kinchen,35,Baton Rouge,LA,CAR,74,240,LSU,SEC,146,48,8/6/1965,0,1988
2003,Larry Foster,27,Harvey,LA,ARI,70,195,LSU,SEC,146,48,11/7/1976,0,0
2008,Matt Flynn,23,Tyler,TX,GNB,74,0,LSU,SEC,146,48,6/20/1985,7,2008
2003,Rohan Davey,25,Clarendon,Jamaica,NWE,74,245,LSU,SEC,146,48,4/14/1978,4,2002
2013,Spencer Ware,22,0,,SEA,12,0,LSU,SEC,146,48,1/0/1900,6,2013
2000,Eric Zeier,28,Pensacola,FL,TAM,73,214,Marietta,#N/A,#N/A,#N/A,9/6/1972,0,1995
2010,Chad Pennington,34,Knoxville,TN,MIA,75,0,Marshall,Conference USA,107,80,6/26/1976,1,2000
2002,Mike Bartrum,32,Gallipolis,OH,PHI,76,245,Marshall,Conference USA,107,80,6/23/1970,0,0
2012,Da'Rel Scott,24,Conshohocken,PA,NYG,71,205,Maryland,Big Ten,98,86,7/23/1900,7,2011
2002,Matt Murphy,22,New Haven,MI,DET,77,260,Maryland,Big Ten,98,86,2/23/1980,7,2002
2002,Neil O'Donnell,36,Madison,NJ,TEN,75,228,Maryland,Big Ten,98,86,7/3/1966,3,1990
2011,Shaun Hill,31,Parsons,KS,DET,77,210,Maryland,Big Ten,98,86,1/9/1980,0,0
2011,Jeremy Horne,25,Albany,NY,KAN,74,193,Massachusetts,MAC,#N/A,#N/A,10/25/1986,0,0
2001,Derrick Harris,29,Angleton,TX,SDG,73,253,Miami (FL),ACC,130,58,9/18/1972,6,1996
2000,Jammi German,26,Fort Myers,FL,ATL,73,191,Miami (FL),ACC,130,58,7/4/1974,0,1998
2012,Kellen Winslow,29,San Diego,CA,NWE,76,254,Miami (FL),ACC,130,58,9/10/1900,1,2004
2008,Ken Dorsey,27,Orinda,CA,CLE,76,0,Miami (FL),ACC,130,58,4/22/1981,7,2003
2012,LaRon Byrd,23,Hahnville,LA,ARI,76,220,Miami (FL),ACC,130,58,8/7/1900,0,0
1999,Scott Covington,23,Laguna Niguel,CA,CIN,74,217,Miami (FL),ACC,130,58,1/17/1976,7,1999
2009,Jake O'Connell,24,Naples,FL,KAN,76,255,Miami (OH),MAC,84,99,11/6/1985,7,2009
2003,Aaron Shea,27,Ottawa,IL,CLE,75,255,Michigan,Big Ten,124,64,12/5/1976,4,2000
2003,B.J. Askew,23,Colerain,OH,NYJ,75,233,Michigan,Big Ten,124,64,8/19/1980,3,2003
2000,Clarence Williams,23,Detroit,MI,ARI,69,193,Michigan,Big Ten,124,64,5/16/1977,0,0
2000,Damon Jones,26,Evanston,IL,JAX,77,270,Michigan,Big Ten,124,64,9/18/1974,0,1997
2008,Drew Henson,28,San Diego,CA,DET,76,233,Michigan,Big Ten,124,64,2/13/1980,6,2003
2008,Mario Manningham,22,Warren,OH,NYG,73,185,Michigan,Big Ten,124,64,5/25/1986,3,2008
2004,Ronald Bellamy,23,New Orleans,LA,MIA,73,200,Michigan,Big Ten,124,64,12/28/1981,0,0
2011,Brian Hoyer,26,North Olmsted,OH,NWE,75,215,Michigan St.,Big Ten,112,76,10/13/1985,0,0
